aakkosellinen, aakkosellisen, aakkosellista, aakkosellisena, aakkoselliseen, aakkosellisten, aakkosellisia, aakkosellisina, aakkosellisissa, aakkosellisiin
 urhoollinen, urhoollisen, urhoollista, urhoollisena, urhoolliseen, urhoollisten, urhoollisia, urhoollisina, urhoollisissa, urhoollisiin
 usea, usean, useaa, useana, useaan, useiden, useita, useina, useissa, useisiin
 uskalias, uskaliaan, uskaliasta, uskaliaana, uskaliaaseen, uskaliaiden, uskaliaita, uskaliaina, uskaliaissa, uskaliaisiin
 uskoinen, uskoisen, uskoista, uskoisena, uskoiseen, uskoisten, uskoisia, uskoisina, uskoisissa, uskoisiin
 uskollinen, uskollisen, uskollista, uskollisena, uskolliseen, uskollisten, uskollisia, uskollisina, uskollisissa, uskollisiin
 uskonnollinen, uskonnollisen, uskonnollista, uskonnollisena, uskonnolliseen, uskonnollisten, uskonnollisia, uskonnollisina, uskonnollisissa, uskonnollisiin
 uskottava, uskottavan, uskottavaa, uskottavana, uskottavaan, uskottavien, uskottavia, uskottavina, uskottavissa, uskottaviin
 utelias, uteliaan, uteliasta, uteliaana, uteliaaseen, uteliaiden, uteliaita, uteliaina, uteliaissa, uteliaisiin
 utopistinen, utopistisen, utopistista, utopistisena, utopistiseen, utopististen, utopistisia, utopistisina, utopistisissa, utopistisiin
 uuttera, uutteran, uutteraa, uutterana, uutteraan, uutterien, uutteria, uutterina, uutterissa, uutteriin
 vaarallinen, vaarallisen, vaarallista, vaarallisena, vaaralliseen, vaarallisten, vaarallisia, vaarallisina, vaarallisissa, vaarallisiin
 vaatelias, vaateliaan, vaateliasta, vaateliaana, vaateliaaseen, vaateliaiden, vaateliaita, vaateliaina, vaateliaissa, vaateliaisiin
 vaativa, vaativan, vaativaa, vaativana, vaativaan, vaativien, vaativia, vaativina, vaativissa, vaativiin
 vahingollinen, vahingollisen, vahingollista, vahingollisena, vahingolliseen, vahingollisten, vahingollisia, vahingollisina, vahingollisissa, vahingollisiin
 vahva, vahvan, vahvaa, vahvana, vahvaan, vahvojen, vahvoja, vahvoina, vahvoissa, vahvoihin
 vaiheittainen, vaiheittaisen, vaiheittaista, vaiheittaisena, vaiheittaiseen, vaiheittaisten, vaiheittaisia, vaiheittaisina, vaiheittaisissa, vaiheittaisiin
 vaikea, vaikean, vaikeaa, vaikeana, vaikeaan, vaikeiden, vaikeita, vaikeina, vaikeissa, vaikeisiin
 vaikuttava, vaikuttavan, vaikuttavaa, vaikuttavana, vaikuttavaan, vaikuttavien, vaikuttavia, vaikuttavina, vaikuttavissa, vaikuttaviin
 vaikutteinen, vaikutteisen, vaikutteista, vaikutteisena, vaikutteiseen, vaikutteisten, vaikutteisia, vaikutteisina, vaikutteisissa, vaikutteisiin
 vaillinainen, vaillinaisen, vaillinaista, vaillinaisena, vaillinaiseen, vaillinaisten, vaillinaisia, vaillinaisina, vaillinaisissa, vaillinaisiin
 vaistoinen, vaistoisen, vaistoista, vaistoisena, vaistoiseen, vaistoisten, vaistoisia, vaistoisina, vaistoisissa, vaistoisiin
 vaisu, vaisun, vaisua, vaisuna, vaisuun, vaisujen, vaisuja, vaisuina, vaisuissa, vaisuihin
 vaitelias, vaiteliaan, vaiteliasta, vaiteliaana, vaiteliaaseen, vaiteliaiden, vaiteliaita, vaiteliaina, vaiteliaissa, vaiteliaisiin
 vaitonainen, vaitonaisen, vaitonaista, vaitonaisena, vaitonaiseen, vaitonaisten, vaitonaisia, vaitonaisina, vaitonaisissa, vaitonaisiin
 vaivainen, vaivaisen, vaivaista, vaivaisena, vaivaiseen, vaivaisten, vaivaisia, vaivaisina, vaivaisissa, vaivaisiin
 vaivalloinen, vaivalloisen, vaivalloista, vaivalloisena, vaivalloiseen, vaivalloisten, vaivalloisia, vaivalloisina, vaivalloisissa, vaivalloisiin
 vajavainen, vajavaisen, vajavaista, vajavaisena, vajavaiseen, vajavaisten, vajavaisia, vajavaisina, vajavaisissa, vajavaisiin
 vakaa, vakaan, vakaata, vakaana, vakaaseen, vakaiden, vakaita, vakaina, vakaissa, vakaisiin
 vakaumuksellinen, vakaumuksellisen, vakaumuksellista, vakaumuksellisena, vakaumukselliseen, vakaumuksellisten, vakaumuksellisia, vakaumuksellisina, vakaumuksellisissa, vakaumuksellisiin
 vakava, vakavan, vakavaa, vakavana, vakavaan, vakavien, vakavia, vakavina, vakavissa, vakaviin
 vakinainen, vakinaisen, vakinaista, vakinaisena, vakinaiseen, vakinaisten, vakinaisia, vakinaisina, vakinaisissa, vakinaisiin
 vakituinen, vakituisen, vakituista, vakituisena, vakituiseen, vakituisten, vakituisia, vakituisina, vakituisissa, vakituisiin
 vakuuttava, vakuuttavan, vakuuttavaa, vakuuttavana, vakuuttavaan, vakuuttavien, vakuuttavia, vakuuttavina, vakuuttavissa, vakuuttaviin
 valheellinen, valheellisen, valheellista, valheellisena, valheelliseen, valheellisten, valheellisia, valheellisina, valheellisissa, valheellisiin
 valitettava, valitettavan, valitettavaa, valitettavana, valitettavaan, valitettavien, valitettavia, valitettavina, valitettavissa, valitettaviin
 valju, valjun, valjua, valjuna, valjuun, valjujen, valjuja, valjuina, valjuissa, valjuihin
 vallitseva, vallitsevan, vallitsevaa, vallitsevana, vallitsevaan, vallitsevien, vallitsevia, vallitsevina, vallitsevissa, vallitseviin
 valloittava, valloittavan, valloittavaa, valloittavana, valloittavaan, valloittavien, valloittavia, valloittavina, valloittavissa, valloittaviin
 valmistava, valmistavan, valmistavaa, valmistavana, valmistavaan, valmistavien, valmistavia, valmistavina, valmistavissa, valmistaviin
 valoisa, valoisan, valoisaa, valoisana, valoisaan, valoisien, valoisia, valoisina, valoisissa, valoisiin
 valtainen, valtaisen, valtaista, valtaisena, valtaiseen, valtaisten, valtaisia, valtaisina, valtaisissa, valtaisiin
 valtaisa, valtaisan, valtaisaa, valtaisana, valtaisaan, valtaisien, valtaisia, valtaisina, valtaisissa, valtaisiin
 valtava, valtavan, valtavaa, valtavana, valtavaan, valtavien, valtavia, valtavina, valtavissa, valtaviin
 vanhahtava, vanhahtavan, vanhahtavaa, vanhahtavana, vanhahtavaan, vanhahtavien, vanhahtavia, vanhahtavina, vanhahtavissa, vanhahtaviin
 vanhoillinen, vanhoillisen, vanhoillista, vanhoillisena, vanhoilliseen, vanhoillisten, vanhoillisia, vanhoillisina, vanhoillisissa, vanhoillisiin
 vapaa, vapaan, vapaata, vapaana, vapaaseen, vapaiden, vapaita, vapaina, vapaissa, vapaisiin
 varainen, varaisen, varaista, varaisena, varaiseen, varaisten, varaisia, varaisina, varaisissa, varaisiin
 varakas, varakkaan, varakasta, varakkaana, varakkaaseen, varakkaiden, varakkaita, varakkaina, varakkaissa, varakkaisiin
 varauksellinen, varauksellisen, varauksellista, varauksellisena, varaukselliseen, varauksellisten, varauksellisia, varauksellisina, varauksellisissa, varauksellisiin
 varma, varman, varmaa, varmana, varmaan, varmojen, varmoja, varmoina, varmoissa, varmoihin
 varova, varovan, varovaa, varovana, varovaan, varovien, varovia, varovina, varovissa, varoviin
 varovainen, varovaisen, varovaista, varovaisena, varovaiseen, varovaisten, varovaisia, varovaisina, varovaisissa, varovaisiin
 vasituinen, vasituisen, vasituista, vasituisena, vasituiseen, vasituisten, vasituisia, vasituisina, vasituisissa, vasituisiin
 vastaanottavainen, vastaanottavaisen, vastaanottavaista, vastaanottavaisena, vastaanottavaiseen, vastaanottavaisten, vastaanottavaisia, vastaanottavaisina, vastaanottavaisissa, vastaanottavaisiin
 vastaava, vastaavan, vastaavaa, vastaavana, vastaavaan, vastaavien, vastaavia, vastaavina, vastaavissa, vastaaviin
 vastaavanlainen, vastaavanlaisen, vastaavanlaista, vastaavanlaisena, vastaavanlaiseen, vastaavanlaisten, vastaavanlaisia, vastaavanlaisina, vastaavanlaisissa, vastaavanlaisiin
 vastahakoinen, vastahakoisen, vastahakoista, vastahakoisena, vastahakoiseen, vastahakoisten, vastahakoisia, vastahakoisina, vastahakoisissa, vastahakoisiin
 vastainen, vastaisen, vastaista, vastaisena, vastaiseen, vastaisten, vastaisia, vastaisina, vastaisissa, vastaisiin
 vastakkainen, vastakkaisen, vastakkaista, vastakkaisena, vastakkaiseen, vastakkaisten, vastakkaisia, vastakkaisina, vastakkaisissa, vastakkaisiin
 vastuinen, vastuisen, vastuista, vastuisena, vastuiseen, vastuisten, vastuisia, vastuisina, vastuisissa, vastuisiin
 vastuksellinen, vastuksellisen, vastuksellista, vastuksellisena, vastukselliseen, vastuksellisten, vastuksellisia, vastuksellisina, vastuksellisissa, vastuksellisiin
 vastuullinen, vastuullisen, vastuullista, vastuullisena, vastuulliseen, vastuullisten, vastuullisia, vastuullisina, vastuullisissa, vastuullisiin
 vauhdikas, vauhdikkaan, vauhdikasta, vauhdikkaana, vauhdikkaaseen, vauhdikkaiden, vauhdikkaita, vauhdikkaina, vauhdikkaissa, vauhdikkaisiin
 vauras, vauraan, vaurasta, vauraana, vauraaseen, vauraiden, vauraita, vauraina, vauraissa, vauraisiin
 veikeä, veikeän, veikeää, veikeänä, veikeään, veikeiden, veikeitä, veikeinä, veikeissä, veikeisiin
 veljellinen, veljellisen, veljellistä, veljellisenä, veljelliseen, veljellisten, veljellisiä, veljellisinä, veljellisissä, veljellisiin
 velmu, velmun, velmua, velmuna, velmuun, velmujen, velmuja, velmuina, velmuissa, velmuihin
 verinen, verisen, veristä, verisenä, veriseen, veristen, verisiä, verisinä, verisissä, verisiin
 verkkainen, verkkaisen, verkkaista, verkkaisena, verkkaiseen, verkkaisten, verkkaisia, verkkaisina, verkkaisissa, verkkaisiin
 verkkaisa, verkkaisan, verkkaisaa, verkkaisana, verkkaisaan, verkkaisien, verkkaisia, verkkaisina, verkkaisissa, verkkaisiin
 veroinen, veroisen, veroista, veroisena, veroiseen, veroisten, veroisia, veroisina, veroisissa, veroisiin
 verotuksellinen, verotuksellisen, verotuksellista, verotuksellisena, verotukselliseen, verotuksellisten, verotuksellisia, verotuksellisina, verotuksellisissa, verotuksellisiin
 verrannollinen, verrannollisen, verrannollista, verrannollisena, verrannolliseen, verrannollisten, verrannollisia, verrannollisina, verrannollisissa, verrannollisiin
 vertainen, vertaisen, vertaista, vertaisena, vertaiseen, vertaisten, vertaisia, vertaisina, vertaisissa, vertaisiin
 vetävä, vetävän, vetävää, vetävänä, vetävään, vetävien, vetäviä, vetävinä, vetävissä, vetäviin
 viehkeä, viehkeän, viehkeää, viehkeänä, viehkeään, viehkeiden, viehkeitä, viehkeinä, viehkeissä, viehkeisiin
 viehko, viehkon, viehkoa, viehkona, viehkoon, viehkojen, viehkoja, viehkoina, viehkoissa, viehkoihin
 viehättävä, viehättävän, viehättävää, viehättävänä, viehättävään, viehättävien, viehättäviä, viehättävinä, viehättävissä, viehättäviin
 viekas, viekkaan, viekasta, viekkaana, viekkaaseen, viekkaiden, viekkaita, viekkaina, viekkaissa, viekkaisiin
 viettelevä, viettelevän, viettelevää, viettelevänä, viettelevään, viettelevien, vietteleviä, viettelevinä, viettelevissä, vietteleviin
 vietävä, vietävän, vietävää, vietävänä, vietävään, vietävien, vietäviä, vietävinä, vietävissä, vietäviin
 vihainen, vihaisen, vihaista, vihaisena, vihaiseen, vihaisten, vihaisia, vihaisina, vihaisissa, vihaisiin
 viheliäinen, viheliäisen, viheliäistä, viheliäisenä, viheliäiseen, viheliäisten, viheliäisiä, viheliäisinä, viheliäisissä, viheliäisiin
 viihteellinen, viihteellisen, viihteellistä, viihteellisenä, viihteelliseen, viihteellisten, viihteellisiä, viihteellisinä, viihteellisissä, viihteellisiin
 viihtyisä, viihtyisän, viihtyisää, viihtyisänä, viihtyisään, viihtyisien, viihtyisiä, viihtyisinä, viihtyisissä, viihtyisiin
 viileä, viileän, viileää, viileänä, viileään, viileiden, viileitä, viileinä, viileissä, viileisiin
 viisas, viisaan, viisasta, viisaana, viisaaseen, viisaiden, viisaita, viisaina, viisaissa, viisaisiin
 viisto, viiston, viistoa, viistona, viistoon, viistojen, viistoja, viistoina, viistoissa, viistoihin
 viitseliäs, viitseliään, viitseliästä, viitseliäänä, viitseliääseen, viitseliäiden, viitseliäitä, viitseliäinä, viitseliäissä, viitseliäisiin
 viitteellinen, viitteellisen, viitteellistä, viitteellisenä, viitteelliseen, viitteellisten, viitteellisiä, viitteellisinä, viitteellisissä, viitteellisiin
 viivainen, viivaisen, viivaista, viivaisena, viivaiseen, viivaisten, viivaisia, viivaisina, viivaisissa, viivaisiin
 vikkelä, vikkelän, vikkelää, vikkelänä, vikkelään, vikkelien, vikkeliä, vikkelinä, vikkelissä, vikkeliin
 viktoriaaninen, viktoriaanisen, viktoriaanista, viktoriaanisena, viktoriaaniseen, viktoriaanisten, viktoriaanisia, viktoriaanisina, viktoriaanisissa, viktoriaanisiin
 vilkas, vilkkaan, vilkasta, vilkkaana, vilkkaaseen, vilkkaiden, vilkkaita, vilkkaina, vilkkaissa, vilkkaisiin
 villi, villin, villiä, villinä, villiin, villien, villejä, villeinä, villeissä, villeihin
 vilpoinen, vilpoisen, vilpoista, vilpoisena, vilpoiseen, vilpoisten, vilpoisia, vilpoisina, vilpoisissa, vilpoisiin
 vilpoisa, vilpoisan, vilpoisaa, vilpoisana, vilpoisaan, vilpoisien, vilpoisia, vilpoisina, vilpoisissa, vilpoisiin
 vimmainen, vimmaisen, vimmaista, vimmaisena, vimmaiseen, vimmaisten, vimmaisia, vimmaisina, vimmaisissa, vimmaisiin
 vinha, vinhan, vinhaa, vinhana, vinhaan, vinhojen, vinhoja, vinhoina, vinhoissa, vinhoihin
 vinkeä, vinkeän, vinkeää, vinkeänä, vinkeään, vinkeiden, vinkeitä, vinkeinä, vinkeissä, vinkeisiin
 vino, vinon, vinoa, vinona, vinoon, vinojen, vinoja, vinoina, vinoissa, vinoihin
 virallinen, virallisen, virallista, virallisena, viralliseen, virallisten, virallisia, virallisina, virallisissa, virallisiin
 vireä, vireän, vireää, vireänä, vireään, vireiden, vireitä, vireinä, vireissä, vireisiin
 virheellinen, virheellisen, virheellistä, virheellisenä, virheelliseen, virheellisten, virheellisiä, virheellisinä, virheellisissä, virheellisiin
 virkeä, virkeän, virkeää, virkeänä, virkeään, virkeiden, virkeitä, virkeinä, virkeissä, virkeisiin
 vissi, vissin, vissiä, vissinä, vissiin, vissien, vissejä, visseinä, visseissä, visseihin
 visu, visun, visua, visuna, visuun, visujen, visuja, visuina, visuissa, visuihin
 visuaalinen, visuaalisen, visuaalista, visuaalisena, visuaaliseen, visuaalisten, visuaalisia, visuaalisina, visuaalisissa, visuaalisiin
 vitsikäs, vitsikkään, vitsikästä, vitsikkäänä, vitsikkääseen, vitsikkäiden, vitsikkäitä, vitsikkäinä, vitsikkäissä, vitsikkäisiin
 voimakas, voimakkaan, voimakasta, voimakkaana, voimakkaaseen, voimakkaiden, voimakkaita, voimakkaina, voimakkaissa, voimakkaisiin
 voitokas, voitokkaan, voitokasta, voitokkaana, voitokkaaseen, voitokkaiden, voitokkaita, voitokkaina, voitokkaissa, voitokkaisiin
 voitollinen, voitollisen, voitollista, voitollisena, voitolliseen, voitollisten, voitollisia, voitollisina, voitollisissa, voitollisiin
 voittoinen, voittoisen, voittoista, voittoisena, voittoiseen, voittoisten, voittoisia, voittoisina, voittoisissa, voittoisiin
 voittoisa, voittoisan, voittoisaa, voittoisana, voittoisaan, voittoisien, voittoisia, voittoisina, voittoisissa, voittoisiin
 vuolas, vuolaan, vuolasta, vuolaana, vuolaaseen, vuolaiden, vuolaita, vuolaina, vuolaissa, vuolaisiin
 väistyvä, väistyvän, väistyvää, väistyvänä, väistyvään, väistyvien, väistyviä, väistyvinä, väistyvissä, väistyviin
 väkevä, väkevän, väkevää, väkevänä, väkevään, väkevien, väkeviä, väkevinä, väkevissä, väkeviin
 väkinäinen, väkinäisen, väkinäistä, väkinäisenä, väkinäiseen, väkinäisten, väkinäisiä, väkinäisinä, väkinäisissä, väkinäisiin
 välillinen, välillisen, välillistä, välillisenä, välilliseen, välillisten, välillisiä, välillisinä, välillisissä, välillisiin
 väljä, väljän, väljää, väljänä, väljään, väljien, väljiä, väljinä, väljissä, väljiin
 värikäs, värikkään, värikästä, värikkäänä, värikkääseen, värikkäiden, värikkäitä, värikkäinä, värikkäissä, värikkäisiin
 väsynyt, väsyneen, väsynyttä, väsyneenä, väsyneeseen, väsyneiden, väsyneitä, väsyneinä, väsyneissä, väsyneisiin
 yhteinen, yhteisen, yhteistä, yhteisenä, yhteiseen, yhteisten, yhteisiä, yhteisinä, yhteisissä, yhteisiin
 yhtenäinen, yhtenäisen, yhtenäistä, yhtenäisenä, yhtenäiseen, yhtenäisten, yhtenäisiä, yhtenäisinä, yhtenäisissä, yhtenäisiin
 yhtäkkinen, yhtäkkisen, yhtäkkistä, yhtäkkisenä, yhtäkkiseen, yhtäkkisten, yhtäkkisiä, yhtäkkisinä, yhtäkkisissä, yhtäkkisiin
 yhtäläinen, yhtäläisen, yhtäläistä, yhtäläisenä, yhtäläiseen, yhtäläisten, yhtäläisiä, yhtäläisinä, yhtäläisissä, yhtäläisiin
 yksilöllinen, yksilöllisen, yksilöllistä, yksilöllisenä, yksilölliseen, yksilöllisten, yksilöllisiä, yksilöllisinä, yksilöllisissä, yksilöllisiin
 yksitoikkoinen, yksitoikkoisen, yksitoikkoista, yksitoikkoisena, yksitoikkoiseen, yksitoikkoisten, yksitoikkoisia, yksitoikkoisina, yksitoikkoisissa, yksitoikkoisiin
 yksittäinen, yksittäisen, yksittäistä, yksittäisenä, yksittäiseen, yksittäisten, yksittäisiä, yksittäisinä, yksittäisissä, yksittäisiin
 yksityinen, yksityisen, yksityistä, yksityisenä, yksityiseen, yksityisten, yksityisiä, yksityisinä, yksityisissä, yksityisiin
 yleinen, yleisen, yleistä, yleisenä, yleiseen, yleisten, yleisiä, yleisinä, yleisissä, yleisiin
 ylellinen, ylellisen, ylellistä, ylellisenä, ylelliseen, ylellisten, ylellisiä, ylellisinä, ylellisissä, ylellisiin
 ylenpalttinen, ylenpalttisen, ylenpalttista, ylenpalttisena, ylenpalttiseen, ylenpalttisten, ylenpalttisia, ylenpalttisina, ylenpalttisissa, ylenpalttisiin
 ylhäinen, ylhäisen, ylhäistä, ylhäisenä, ylhäiseen, ylhäisten, ylhäisiä, ylhäisinä, ylhäisissä, ylhäisiin
 ylimalkainen, ylimalkaisen, ylimalkaista, ylimalkaisena, ylimalkaiseen, ylimalkaisten, ylimalkaisia, ylimalkaisina, ylimalkaisissa, ylimalkaisiin
 ylimyksellinen, ylimyksellisen, ylimyksellistä, ylimyksellisenä, ylimykselliseen, ylimyksellisten, ylimyksellisiä, ylimyksellisinä, ylimyksellisissä, ylimyksellisiin
 yliolkainen, yliolkaisen, yliolkaista, yliolkaisena, yliolkaiseen, yliolkaisten, yliolkaisia, yliolkaisina, yliolkaisissa, yliolkaisiin
 yllättävä, yllättävän, yllättävää, yllättävänä, yllättävään, yllättävien, yllättäviä, yllättävinä, yllättävissä, yllättäviin
 yllätyksellinen, yllätyksellisen, yllätyksellistä, yllätyksellisenä, yllätykselliseen, yllätyksellisten, yllätyksellisiä, yllätyksellisinä, yllätyksellisissä, yllätyksellisiin
 ylpeä, ylpeän, ylpeää, ylpeänä, ylpeään, ylpeiden, ylpeitä, ylpeinä, ylpeissä, ylpeisiin
 ylväs, ylvään, ylvästä, ylväänä, ylvääseen, ylväiden, ylväitä, ylväinä, ylväissä, ylväisiin
 ymmärrettävä, ymmärrettävän, ymmärrettävää, ymmärrettävänä, ymmärrettävään, ymmärrettävien, ymmärrettäviä, ymmärrettävinä, ymmärrettävissä, ymmärrettäviin
 ymmärtävä, ymmärtävän, ymmärtävää, ymmärtävänä, ymmärtävään, ymmärtävien, ymmärtäviä, ymmärtävinä, ymmärtävissä, ymmärtäviin
 ymmärtäväinen, ymmärtäväisen, ymmärtäväistä, ymmärtäväisenä, ymmärtäväiseen, ymmärtäväisten, ymmärtäväisiä, ymmärtäväisinä, ymmärtäväisissä, ymmärtäväisiin
 ynseä, ynseän, ynseää, ynseänä, ynseään, ynseiden, ynseitä, ynseinä, ynseissä, ynseisiin
